pin,slack
dot_osd_integration_0/tracker/glbl_max_x[6]:EN,5612
dot_osd_integration_0/tracker/glbl_max_x[6]:Q,6520
dot_osd_integration_0/tracker/glbl_max_x[6]:SLn,6676
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m49:A,4748
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m49:B,4689
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m49:Y,4689
line_write_read_0/ramDualPort_0/ram_ram_0_0_OUTA[6]:A,5999
line_write_read_0/ramDualPort_0/ram_ram_0_0_OUTA[6]:B,3832
line_write_read_0/ramDualPort_0/ram_ram_0_0_OUTA[6]:C,6015
line_write_read_0/ramDualPort_0/ram_ram_0_0_OUTA[6]:Y,3832
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[3]:ALn,6409
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[3]:CLK,7997
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[3]:D,8850
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[3]:EN,8754
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[3]:Q,7997
dot_osd_integration_0/tracker/un3_center_x_cry_9:A,
dot_osd_integration_0/tracker/un3_center_x_cry_9:B,
dot_osd_integration_0/tracker/un3_center_x_cry_9:FCI,
dot_osd_integration_0/tracker/un3_center_x_cry_9:FCO,
dot_osd_integration_0/tracker/un3_center_x_cry_9:S,
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_21:IPB,
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_21:IPC,
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_21:IPD,
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/FF_28:IPENn,
UART_interface_0/addr_decoder_0/blue_const_o[2]:ALn,6376
UART_interface_0/addr_decoder_0/blue_const_o[2]:CLK,5391
UART_interface_0/addr_decoder_0/blue_const_o[2]:D,8836
UART_interface_0/addr_decoder_0/blue_const_o[2]:EN,5539
UART_interface_0/addr_decoder_0/blue_const_o[2]:Q,5391
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_27:IPB,
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_27:IPC,
dot_osd_integration_0/tracker/un3_center_x_cry_8:A,
dot_osd_integration_0/tracker/un3_center_x_cry_8:B,
dot_osd_integration_0/tracker/un3_center_x_cry_8:FCI,
dot_osd_integration_0/tracker/un3_center_x_cry_8:FCO,
dot_osd_integration_0/tracker/un3_center_x_cry_8:S,
UART_interface_0/receive_data_0/s_data[4]:ALn,6376
UART_interface_0/receive_data_0/s_data[4]:CLK,8836
UART_interface_0/receive_data_0/s_data[4]:D,8816
UART_interface_0/receive_data_0/s_data[4]:EN,7691
UART_interface_0/receive_data_0/s_data[4]:Q,8836
dot_osd_integration_0/overlay/eng/bcdx/bcd1_12_i_o4_RNI9RJTS[0]:A,
dot_osd_integration_0/overlay/eng/bcdx/bcd1_12_i_o4_RNI9RJTS[0]:B,
dot_osd_integration_0/overlay/eng/bcdx/bcd1_12_i_o4_RNI9RJTS[0]:C,
dot_osd_integration_0/overlay/eng/bcdx/bcd1_12_i_o4_RNI9RJTS[0]:D,
dot_osd_integration_0/overlay/eng/bcdx/bcd1_12_i_o4_RNI9RJTS[0]:Y,
CAM_PWDN_O_obuf/U0/U_IOENFF:A,
CAM_PWDN_O_obuf/U0/U_IOENFF:Y,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l[5]:ALn,6376
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l[5]:CLK,7906
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l[5]:D,6705
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l[5]:Q,7906
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_74:IPA,
RX_ibuf/U0/U_IOINFF:A,
RX_ibuf/U0/U_IOINFF:Y,
dot_osd_integration_0/tracker/glbl_min_y[2]:ALn,
dot_osd_integration_0/tracker/glbl_min_y[2]:CLK,6492
dot_osd_integration_0/tracker/glbl_min_y[2]:D,8830
dot_osd_integration_0/tracker/glbl_min_y[2]:EN,5612
dot_osd_integration_0/tracker/glbl_min_y[2]:Q,6492
dot_osd_integration_0/tracker/glbl_min_y[2]:SLn,6676
dot_osd_integration_0/tracker/col_idx_RNII3AE05[8]:B,4475
dot_osd_integration_0/tracker/col_idx_RNII3AE05[8]:C,7628
dot_osd_integration_0/tracker/col_idx_RNII3AE05[8]:FCI,4347
dot_osd_integration_0/tracker/col_idx_RNII3AE05[8]:FCO,4347
dot_osd_integration_0/tracker/col_idx_RNII3AE05[8]:S,4459
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_1:B,8640
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_1:IPB,8640
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_1:IPC,
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state_ns[2]:A,7991
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state_ns[2]:B,7876
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state_ns[2]:C,7868
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state_ns[2]:Y,7868
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l_ns[0]:A,7991
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l_ns[0]:B,7906
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l_ns[0]:C,6837
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l_ns[0]:D,7764
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l_ns[0]:Y,6837
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_72:IPA,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0Il[4]:ALn,6376
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0Il[4]:CLK,7991
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0Il[4]:D,7769
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0Il[4]:EN,6668
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0Il[4]:Q,7991
line_write_read_0/WRITE_LSRAM_0/s_ram_address[9]:ALn,
line_write_read_0/WRITE_LSRAM_0/s_ram_address[9]:CLK,7695
line_write_read_0/WRITE_LSRAM_0/s_ram_address[9]:D,6459
line_write_read_0/WRITE_LSRAM_0/s_ram_address[9]:EN,4510
line_write_read_0/WRITE_LSRAM_0/s_ram_address[9]:Q,7695
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_7:B,6325
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_7:C,5471
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_7:D,6306
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_7:IPB,6325
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_7:IPC,5471
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_7:IPD,6306
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_48:IPA,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTI10l.CUARTll0l_3_a3[0]:A,7973
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTI10l.CUARTll0l_3_a3[0]:B,7898
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTI10l.CUARTll0l_3_a3[0]:Y,7898
FlashFreeze_SB_0/CCC_0/CCC_INST/IP_INTERFACE_4:IPB,
FlashFreeze_SB_0/CCC_0/CCC_INST/IP_INTERFACE_4:IPC,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPB,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPC,
FlashFreeze_SB_0/CCC_0/CCC_INST/IP_INTERFACE_9:IPA,
FlashFreeze_SB_0/CCC_0/CCC_INST/IP_INTERFACE_9:IPB,
FlashFreeze_SB_0/CCC_0/CCC_INST/IP_INTERFACE_9:IPC,
dot_osd_integration_0/tracker/un1_center_y_cry_11:A,
dot_osd_integration_0/tracker/un1_center_y_cry_11:B,
dot_osd_integration_0/tracker/un1_center_y_cry_11:FCI,
dot_osd_integration_0/tracker/un1_center_y_cry_11:FCO,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_162:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_162:IPB,
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m40_d_2_0:A,4930
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m40_d_2_0:B,4793
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m40_d_2_0:C,3035
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m40_d_2_0:D,2902
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m40_d_2_0:Y,2902
dot_osd_integration_0/tracker/row_idx[7]:ALn,
dot_osd_integration_0/tracker/row_idx[7]:CLK,6516
dot_osd_integration_0/tracker/row_idx[7]:D,5777
dot_osd_integration_0/tracker/row_idx[7]:EN,7536
dot_osd_integration_0/tracker/row_idx[7]:Q,6516
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_45:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_45:IPB,
dot_osd_integration_0/overlay/eng/in_box21:A,
dot_osd_integration_0/overlay/eng/in_box21:B,
dot_osd_integration_0/overlay/eng/in_box21:C,
dot_osd_integration_0/overlay/eng/in_box21:D,
dot_osd_integration_0/overlay/eng/in_box21:Y,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_12_i_RNIC2HEL[0]:A,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_12_i_RNIC2HEL[0]:B,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_12_i_RNIC2HEL[0]:C,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_12_i_RNIC2HEL[0]:D,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_12_i_RNIC2HEL[0]:Y,
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m1:A,3597
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m1:B,3572
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m1:Y,3572
FlashFreeze_SB_0/BIBUF_0/U0/U_IOENFF:A,
FlashFreeze_SB_0/BIBUF_0/U0/U_IOENFF:Y,
dot_osd_integration_0/tracker/out_glbl_min_y[15]:ALn,
dot_osd_integration_0/tracker/out_glbl_min_y[15]:CLK,
dot_osd_integration_0/tracker/out_glbl_min_y[15]:D,8850
dot_osd_integration_0/tracker/out_glbl_min_y[15]:EN,6943
dot_osd_integration_0/tracker/out_glbl_min_y[15]:Q,
dot_osd_integration_0/overlay/eng/char_sel_4_2[2]:A,
dot_osd_integration_0/overlay/eng/char_sel_4_2[2]:B,
dot_osd_integration_0/overlay/eng/char_sel_4_2[2]:C,
dot_osd_integration_0/overlay/eng/char_sel_4_2[2]:D,
dot_osd_integration_0/overlay/eng/char_sel_4_2[2]:Y,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0Il[5]:ALn,6376
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0Il[5]:CLK,7991
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0Il[5]:D,7769
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0Il[5]:EN,6668
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0Il[5]:Q,7991
line_write_read_0/LCD_FSM_0/s_ram_address_cry[3]:B,4469
line_write_read_0/LCD_FSM_0/s_ram_address_cry[3]:C,7650
line_write_read_0/LCD_FSM_0/s_ram_address_cry[3]:FCI,4424
line_write_read_0/LCD_FSM_0/s_ram_address_cry[3]:FCO,4424
line_write_read_0/LCD_FSM_0/s_ram_address_cry[3]:S,4514
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/FF_2:IPCLKn,
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/FF_2:IPENn,
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[2]:B,4567
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[2]:C,7641
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[2]:FCI,4535
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[2]:FCO,4535
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[2]:S,4638
line_write_read_0/double_flop_0/s_data_Z[6]:ALn,
line_write_read_0/double_flop_0/s_data_Z[6]:CLK,8850
line_write_read_0/double_flop_0/s_data_Z[6]:D,
line_write_read_0/double_flop_0/s_data_Z[6]:Q,8850
dot_osd_integration_0/tracker/glbl_min_x[6]:ALn,
dot_osd_integration_0/tracker/glbl_min_x[6]:CLK,6556
dot_osd_integration_0/tracker/glbl_min_x[6]:D,8830
dot_osd_integration_0/tracker/glbl_min_x[6]:EN,5612
dot_osd_integration_0/tracker/glbl_min_x[6]:Q,6556
dot_osd_integration_0/tracker/glbl_min_x[6]:SLn,6676
dot_osd_integration_0/tracker/vsync_sr_2[0]:ALn,
dot_osd_integration_0/tracker/vsync_sr_2[0]:CLK,4347
dot_osd_integration_0/tracker/vsync_sr_2[0]:D,8836
dot_osd_integration_0/tracker/vsync_sr_2[0]:Q,4347
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/FF_18:IPENn,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m61_2_1_1_0:A,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m61_2_1_1_0:B,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m61_2_1_1_0:C,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m61_2_1_1_0:D,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m61_2_1_1_0:Y,
UART_interface_0/addr_decoder_0/green_const_o[6]:ALn,6376
UART_interface_0/addr_decoder_0/green_const_o[6]:CLK,5433
UART_interface_0/addr_decoder_0/green_const_o[6]:D,8836
UART_interface_0/addr_decoder_0/green_const_o[6]:EN,5539
UART_interface_0/addr_decoder_0/green_const_o[6]:Q,5433
dot_osd_integration_0/overlay/eng/fnt/pixel_3_2_1_0_wmux:A,
dot_osd_integration_0/overlay/eng/fnt/pixel_3_2_1_0_wmux:B,
dot_osd_integration_0/overlay/eng/fnt/pixel_3_2_1_0_wmux:C,
dot_osd_integration_0/overlay/eng/fnt/pixel_3_2_1_0_wmux:D,
dot_osd_integration_0/overlay/eng/fnt/pixel_3_2_1_0_wmux:FCO,
dot_osd_integration_0/overlay/eng/fnt/pixel_3_2_1_0_wmux:Y,
line_write_read_0/ramDualPort_0/ram_ram_0_0_OLDA[0]:CLK,6806
line_write_read_0/ramDualPort_0/ram_ram_0_0_OLDA[0]:D,5676
line_write_read_0/ramDualPort_0/ram_ram_0_0_OLDA[0]:Q,6806
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[7]:B,4638
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[7]:C,7695
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[7]:FCI,4535
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[7]:FCO,4535
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[7]:S,4567
dot_osd_integration_0/overlay/eng/bcdx/bcd0_6_RNIN652K5[1]:A,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_6_RNIN652K5[1]:B,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_6_RNIN652K5[1]:C,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_6_RNIN652K5[1]:Y,
UART_interface_0/addr_decoder_0/blue_const_o[6]:ALn,6376
UART_interface_0/addr_decoder_0/blue_const_o[6]:CLK,5433
UART_interface_0/addr_decoder_0/blue_const_o[6]:D,8836
UART_interface_0/addr_decoder_0/blue_const_o[6]:EN,5539
UART_interface_0/addr_decoder_0/blue_const_o[6]:Q,5433
line_write_read_0/double_flop_0/s_pclk2:ALn,
line_write_read_0/double_flop_0/s_pclk2:CLK,5537
line_write_read_0/double_flop_0/s_pclk2:D,8856
line_write_read_0/double_flop_0/s_pclk2:Q,5537
line_write_read_0/LCD_FSM_0/data_o[5]:ALn,
line_write_read_0/LCD_FSM_0/data_o[5]:CLK,
line_write_read_0/LCD_FSM_0/data_o[5]:D,3635
line_write_read_0/LCD_FSM_0/data_o[5]:EN,4505
line_write_read_0/LCD_FSM_0/data_o[5]:Q,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPB,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m69:A,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m69:B,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m69:Y,
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/CFG_16:B,6509
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/CFG_16:C,5454
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/CFG_16:IPB,6509
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/CFG_16:IPC,5454
apb3_if_0/init_done_o_1_sqmuxa_0_a2_0_7:A,4305
apb3_if_0/init_done_o_1_sqmuxa_0_a2_0_7:B,4281
apb3_if_0/init_done_o_1_sqmuxa_0_a2_0_7:C,4126
apb3_if_0/init_done_o_1_sqmuxa_0_a2_0_7:D,3931
apb3_if_0/init_done_o_1_sqmuxa_0_a2_0_7:Y,3931
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_36:IPA,
dot_osd_integration_0/overlay/eng/bcdy/bcd1_9[2]:A,
dot_osd_integration_0/overlay/eng/bcdy/bcd1_9[2]:B,
dot_osd_integration_0/overlay/eng/bcdy/bcd1_9[2]:C,
dot_osd_integration_0/overlay/eng/bcdy/bcd1_9[2]:D,
dot_osd_integration_0/overlay/eng/bcdy/bcd1_9[2]:Y,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_47:IPB,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_200:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_200:IPB,
dot_osd_integration_0/overlay/eng/bcdy/bcd0_9[2]:A,
dot_osd_integration_0/overlay/eng/bcdy/bcd0_9[2]:B,
dot_osd_integration_0/overlay/eng/bcdy/bcd0_9[2]:C,
dot_osd_integration_0/overlay/eng/bcdy/bcd0_9[2]:D,
dot_osd_integration_0/overlay/eng/bcdy/bcd0_9[2]:Y,
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_5:B,8650
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_5:IPB,8650
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_5:IPC,
led_blink_0/un5_counter_1_cry_2:B,6566
led_blink_0/un5_counter_1_cry_2:FCI,6528
led_blink_0/un5_counter_1_cry_2:FCO,6528
led_blink_0/un5_counter_1_cry_2:S,7771
line_write_read_0/LCD_FSM_0/un1_cs_o_1_sqmuxa_0_a7:A,
line_write_read_0/LCD_FSM_0/un1_cs_o_1_sqmuxa_0_a7:B,6633
line_write_read_0/LCD_FSM_0/un1_cs_o_1_sqmuxa_0_a7:C,5471
line_write_read_0/LCD_FSM_0/un1_cs_o_1_sqmuxa_0_a7:Y,5471
line_write_read_0/LCD_FSM_0/START_GEN.data_o_13_iv_1_298:A,6849
line_write_read_0/LCD_FSM_0/START_GEN.data_o_13_iv_1_298:B,5868
line_write_read_0/LCD_FSM_0/START_GEN.data_o_13_iv_1_298:C,4732
line_write_read_0/LCD_FSM_0/START_GEN.data_o_13_iv_1_298:D,3734
line_write_read_0/LCD_FSM_0/START_GEN.data_o_13_iv_1_298:Y,3734
dot_osd_integration_0/tracker/col_idx_RNILFF2F2[3]:B,4395
dot_osd_integration_0/tracker/col_idx_RNILFF2F2[3]:C,7548
dot_osd_integration_0/tracker/col_idx_RNILFF2F2[3]:FCI,4347
dot_osd_integration_0/tracker/col_idx_RNILFF2F2[3]:FCO,4347
dot_osd_integration_0/tracker/col_idx_RNILFF2F2[3]:S,4539
dot_osd_integration_0/overlay/x_cnt_RNI4LO5G[5]:B,6764
dot_osd_integration_0/overlay/x_cnt_RNI4LO5G[5]:FCI,5578
dot_osd_integration_0/overlay/x_cnt_RNI4LO5G[5]:FCO,5578
dot_osd_integration_0/overlay/x_cnt_RNI4LO5G[5]:S,6570
dot_osd_integration_0/overlay/eng/char_sel_3_1[1]:A,
dot_osd_integration_0/overlay/eng/char_sel_3_1[1]:B,
dot_osd_integration_0/overlay/eng/char_sel_3_1[1]:C,
dot_osd_integration_0/overlay/eng/char_sel_3_1[1]:D,
dot_osd_integration_0/overlay/eng/char_sel_3_1[1]:Y,
dot_osd_integration_0/overlay/y_cnt_RNIHIKVJ[1]:B,6713
dot_osd_integration_0/overlay/y_cnt_RNIHIKVJ[1]:FCI,4672
dot_osd_integration_0/overlay/y_cnt_RNIHIKVJ[1]:FCO,4672
dot_osd_integration_0/overlay/y_cnt_RNIHIKVJ[1]:S,5728
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[1]:ALn,6409
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[1]:CLK,7868
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[1]:D,8856
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[1]:Q,7868
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/CUARTO1[0]:ALn,6376
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/CUARTO1[0]:CLK,5590
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/CUARTO1[0]:D,7832
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/CUARTO1[0]:Q,5590
mux_2_1_0/rd_o:A,
mux_2_1_0/rd_o:B,
mux_2_1_0/rd_o:Y,
dot_osd_integration_0/tracker/row_idx[8]:ALn,
dot_osd_integration_0/tracker/row_idx[8]:CLK,6532
dot_osd_integration_0/tracker/row_idx[8]:D,5761
dot_osd_integration_0/tracker/row_idx[8]:EN,7536
dot_osd_integration_0/tracker/row_idx[8]:Q,6532
dot_osd_integration_0/overlay/y_cnt[1]:CLK,5743
dot_osd_integration_0/overlay/y_cnt[1]:D,5728
dot_osd_integration_0/overlay/y_cnt[1]:Q,5743
dot_osd_integration_0/overlay/y_cnt[1]:SLn,
dot_osd_integration_0/tracker/glbl_min_y_0_sqmuxa_i_a2_0:A,5819
dot_osd_integration_0/tracker/glbl_min_y_0_sqmuxa_i_a2_0:B,5739
dot_osd_integration_0/tracker/glbl_min_y_0_sqmuxa_i_a2_0:C,5691
dot_osd_integration_0/tracker/glbl_min_y_0_sqmuxa_i_a2_0:D,5612
dot_osd_integration_0/tracker/glbl_min_y_0_sqmuxa_i_a2_0:Y,5612
line_write_read_0/double_flop_0/s_data2[2]:CLK,8856
line_write_read_0/double_flop_0/s_data2[2]:D,8850
line_write_read_0/double_flop_0/s_data2[2]:EN,
line_write_read_0/double_flop_0/s_data2[2]:Q,8856
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[3]:B,4583
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[3]:C,7664
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[3]:FCI,4535
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[3]:FCO,4535
line_write_read_0/WRITE_LSRAM_0/s_h_counter_cry[3]:S,4645
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/FF_5:IPCLKn,
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/FF_5:IPENn,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_6_RNIKDU6K9[1]:A,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_6_RNIKDU6K9[1]:B,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_6_RNIKDU6K9[1]:C,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_6_RNIKDU6K9[1]:D,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_6_RNIKDU6K9[1]:Y,
line_write_read_0/ramDualPort_0/ram_ram_0_0_OUTA[3]:A,6128
line_write_read_0/ramDualPort_0/ram_ram_0_0_OUTA[3]:B,4011
line_write_read_0/ramDualPort_0/ram_ram_0_0_OUTA[3]:C,6144
line_write_read_0/ramDualPort_0/ram_ram_0_0_OUTA[3]:Y,4011
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:IPB,
dot_osd_integration_0/tracker/row_idx[10]:ALn,
dot_osd_integration_0/tracker/row_idx[10]:CLK,6564
dot_osd_integration_0/tracker/row_idx[10]:D,5729
dot_osd_integration_0/tracker/row_idx[10]:EN,7536
dot_osd_integration_0/tracker/row_idx[10]:Q,6564
dot_osd_integration_0/overlay/y_cnt[8]:CLK,4892
dot_osd_integration_0/overlay/y_cnt[8]:D,4672
dot_osd_integration_0/overlay/y_cnt[8]:Q,4892
data_o_obuf[0]/U0/U_IOOUTFF:A,
data_o_obuf[0]/U0/U_IOOUTFF:Y,
apb3_if_0/data_o[0]:ALn,6376
apb3_if_0/data_o[0]:CLK,
apb3_if_0/data_o[0]:D,7360
apb3_if_0/data_o[0]:EN,3931
apb3_if_0/data_o[0]:Q,
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_1:IPB,
